"day","UA","UD","FD","FA","fed","total","dead","wash_status","insecticide_name","treatment"
2023-04-10,67,1,0,0,0,68,1,"Control","Control",0
2023-04-10,44,0,0,2,2,46,0,"Control","Control",0
2023-04-11,7,10,0,1,1,18,10,"0","InterceptorG2",2
2023-04-11,4,2,0,0,0,6,2,"0","InterceptorG2",2
2023-04-11,43,11,0,0,0,54,11,"20","InterceptorG2",2
2023-04-11,35,13,0,1,1,49,13,"20","InterceptorG2",2
2023-04-11,111,28,0,0,0,139,28,"0","MiraNet",1
2023-04-11,100,17,0,0,0,117,17,"0","MiraNet",1
2023-04-11,79,13,0,1,1,93,13,"20","MiraNet",1
2023-04-11,91,10,0,1,1,102,10,"20","MiraNet",1
2023-04-11,72,0,0,5,5,77,0,"Control","Control",0
2023-04-11,108,1,0,5,5,114,1,"Control","Control",0
2023-04-13,22,17,0,0,0,39,17,"20","InterceptorG2",2
2023-04-13,16,7,0,1,1,24,7,"20","InterceptorG2",2
2023-04-13,20,23,0,0,0,43,23,"0","MiraNet",1
2023-04-13,82,18,0,0,0,100,18,"0","MiraNet",1
2023-04-13,20,12,0,3,3,35,12,"20","MiraNet",1
2023-04-13,25,4,0,0,0,29,4,"20","MiraNet",1
2023-04-13,23,0,0,6,6,29,0,"Control","Control",0
2023-04-13,44,0,0,0,0,44,0,"Control","Control",0
2023-04-13,1,0,0,0,0,1,0,"0","InterceptorG2",2
2023-04-13,13,8,0,0,0,21,8,"0","InterceptorG2",2
2023-04-14,18,3,0,2,2,23,3,"20","InterceptorG2",2
2023-04-14,53,19,1,2,3,75,20,"20","InterceptorG2",2
2023-04-14,63,9,0,1,1,73,9,"0","MiraNet",1
2023-04-14,47,4,0,0,0,51,4,"0","MiraNet",1
2023-04-14,26,1,0,0,0,27,1,"20","MiraNet",1
2023-04-14,25,2,0,3,3,30,2,"20","MiraNet",1
2023-04-14,69,0,0,6,6,75,0,"Control","Control",0
2023-04-14,63,0,0,4,4,67,0,"Control","Control",0
2023-04-14,29,9,0,2,2,40,9,"0","InterceptorG2",2
2023-04-14,4,6,0,0,0,10,6,"0","InterceptorG2",2
2023-04-15,32,26,1,2,3,61,27,"20","InterceptorG2",2
2023-04-15,28,9,0,1,1,38,9,"20","InterceptorG2",2
2023-04-15,42,9,1,4,5,56,10,"0","MiraNet",1
2023-04-15,34,0,0,2,2,36,0,"0","MiraNet",1
2023-04-15,70,3,0,0,0,73,3,"20","MiraNet",1
2023-04-15,109,13,0,2,2,124,13,"20","MiraNet",1
2023-04-15,132,1,0,7,7,140,1,"Control","Control",0
2023-04-15,24,0,0,3,3,27,0,"Control","Control",0
2023-04-15,2,0,0,1,1,3,0,"0","InterceptorG2",2
2023-04-15,9,12,0,0,0,21,12,"0","InterceptorG2",2
2023-04-16,10,7,0,1,1,18,7,"20","InterceptorG2",2
2023-04-16,10,2,0,0,0,12,2,"20","InterceptorG2",2
2023-04-16,36,2,0,0,0,38,2,"0","MiraNet",1
2023-04-16,20,13,0,1,1,34,13,"0","MiraNet",1
2023-04-16,111,31,0,6,6,148,31,"20","MiraNet",1
2023-04-16,40,6,2,0,2,48,8,"20","MiraNet",1
2023-04-16,24,0,0,0,0,24,0,"Control","Control",0
2023-04-16,28,0,0,5,5,33,0,"Control","Control",0
2023-04-16,8,10,0,0,0,18,10,"0","InterceptorG2",2
2023-04-16,10,7,0,0,0,17,7,"0","InterceptorG2",2
2023-04-17,21,2,1,0,1,24,3,"20","InterceptorG2",2
2023-04-17,37,6,0,1,1,44,6,"20","InterceptorG2",2
2023-04-17,146,33,1,5,6,185,34,"0","MiraNet",1
2023-04-17,70,15,0,0,0,85,15,"0","MiraNet",1
2023-04-17,49,4,1,2,3,56,5,"20","MiraNet",1
2023-04-17,46,5,0,1,1,52,5,"20","MiraNet",1
2023-04-17,118,0,0,2,2,120,0,"Control","Control",0
2023-04-17,125,0,0,3,3,128,0,"Control","Control",0
2023-04-17,6,5,0,1,1,12,5,"0","InterceptorG2",2
2023-04-17,7,3,0,2,2,12,3,"0","InterceptorG2",2
2023-04-18,8,1,0,0,0,9,1,"20","InterceptorG2",2
2023-04-18,3,5,0,0,0,8,5,"20","InterceptorG2",2
2023-04-18,51,14,0,5,5,70,14,"0","MiraNet",1
2023-04-18,44,12,3,8,11,67,15,"0","MiraNet",1
2023-04-18,19,3,0,0,0,22,3,"20","MiraNet",1
2023-04-18,37,9,0,0,0,46,9,"20","MiraNet",1
2023-04-18,35,0,0,4,4,39,0,"Control","Control",0
2023-04-18,82,0,0,0,0,82,0,"Control","Control",0
2023-04-18,9,5,0,0,0,14,5,"0","InterceptorG2",2
2023-04-18,12,2,0,1,1,15,2,"0","InterceptorG2",2
2023-04-19,26,5,0,1,1,32,5,"20","InterceptorG2",2
2023-04-19,22,4,1,1,2,28,5,"20","InterceptorG2",2
2023-04-19,19,6,0,1,1,26,6,"0","MiraNet",1
2023-04-19,31,2,0,0,0,33,2,"0","MiraNet",1
2023-04-19,32,4,0,0,0,36,4,"20","MiraNet",1
2023-04-19,25,2,0,2,2,29,2,"20","MiraNet",1
2023-04-19,69,0,0,6,6,75,0,"Control","Control",0
2023-04-19,57,0,0,3,3,60,0,"Control","Control",0
2023-04-19,2,8,0,0,0,10,8,"0","InterceptorG2",2
2023-04-19,7,9,0,0,0,16,9,"0","InterceptorG2",2
2023-04-21,38,10,0,2,2,50,10,"0","MiraNet",1
2023-04-21,52,25,0,0,0,77,25,"0","MiraNet",1
2023-04-21,54,24,0,0,0,78,24,"20","MiraNet",1
2023-04-21,42,6,0,0,0,48,6,"20","MiraNet",1
2023-04-21,51,0,0,2,2,53,0,"Control","Control",0
2023-04-21,63,0,0,4,4,67,0,"Control","Control",0
2023-04-21,5,0,0,0,0,5,0,"0","InterceptorG2",2
2023-04-21,0,0,0,0,0,0,0,"0","InterceptorG2",2
2023-04-21,7,1,0,0,0,8,1,"20","InterceptorG2",2
2023-04-21,37,13,0,3,3,53,13,"20","InterceptorG2",2
2023-04-22,47,21,0,0,0,68,21,"0","MiraNet",1
2023-04-22,25,7,0,0,0,32,7,"0","MiraNet",1
2023-04-22,29,15,0,1,1,45,15,"20","MiraNet",1
2023-04-22,59,13,0,1,1,73,13,"20","MiraNet",1
2023-04-22,46,0,0,8,8,54,0,"Control","Control",0
2023-04-22,57,0,0,1,1,58,0,"Control","Control",0
2023-04-22,4,11,0,0,0,15,11,"0","InterceptorG2",2
2023-04-22,7,1,0,0,0,8,1,"0","InterceptorG2",2
2023-04-22,47,13,0,4,4,64,13,"20","InterceptorG2",2
2023-04-22,26,9,0,1,1,36,9,"20","InterceptorG2",2
2023-04-23,29,0,0,1,1,30,0,"0","MiraNet",1
2023-04-23,33,9,0,0,0,42,9,"0","MiraNet",1
2023-04-23,58,19,0,2,2,79,19,"20","MiraNet",1
2023-04-23,21,0,0,0,0,21,0,"20","MiraNet",1
2023-04-23,51,0,0,4,4,55,0,"Control","Control",0
2023-04-23,65,0,0,2,2,67,0,"Control","Control",0
2023-04-23,25,3,0,0,0,28,3,"0","InterceptorG2",2
2023-04-23,6,3,0,0,0,9,3,"0","InterceptorG2",2
2023-04-23,40,5,0,1,1,46,5,"20","InterceptorG2",2
2023-04-23,27,11,0,5,5,43,11,"20","InterceptorG2",2
2023-04-24,28,0,0,2,2,30,0,"0","MiraNet",1
2023-04-24,12,8,0,0,0,20,8,"0","MiraNet",1
2023-04-24,38,3,0,12,12,53,3,"20","MiraNet",1
2023-04-24,50,4,0,5,5,59,4,"20","MiraNet",1
2023-04-24,63,0,0,5,5,68,0,"Control","Control",0
2023-04-24,41,0,0,3,3,44,0,"Control","Control",0
2023-04-24,5,4,0,0,0,9,4,"0","InterceptorG2",2
2023-04-24,3,13,0,0,0,16,13,"0","InterceptorG2",2
2023-04-24,22,27,1,2,3,52,28,"20","InterceptorG2",2
2023-04-24,21,33,0,1,1,55,33,"20","InterceptorG2",2
2023-04-25,21,2,1,0,1,24,3,"0","MiraNet",1
2023-04-25,32,3,0,3,3,38,3,"0","MiraNet",1
2023-04-25,61,11,0,2,2,74,11,"20","MiraNet",1
2023-04-25,39,2,1,0,1,42,3,"20","MiraNet",1
2023-04-25,30,0,0,2,2,32,0,"Control","Control",0
2023-04-25,38,0,0,2,2,40,0,"Control","Control",0
2023-04-25,5,7,1,0,1,13,8,"0","InterceptorG2",2
2023-04-25,5,10,0,0,0,15,10,"0","InterceptorG2",2
2023-04-25,41,14,0,1,1,56,14,"20","InterceptorG2",2
2023-04-25,2,0,1,3,4,6,1,"20","InterceptorG2",2
2023-04-26,21,5,0,0,0,26,5,"0","MiraNet",1
2023-04-26,3,9,0,2,2,14,9,"0","MiraNet",1
2023-04-26,52,11,0,3,3,66,11,"20","MiraNet",1
2023-04-26,43,10,0,2,2,55,10,"20","MiraNet",1
2023-04-26,33,1,0,16,16,50,1,"Control","Control",0
2023-04-26,30,0,0,3,3,33,0,"Control","Control",0
2023-04-26,13,5,0,0,0,18,5,"0","InterceptorG2",2
2023-04-26,3,0,0,0,0,3,0,"0","InterceptorG2",2
2023-04-26,17,0,0,0,0,17,0,"20","InterceptorG2",2
2023-04-26,21,8,0,0,0,29,8,"20","InterceptorG2",2
2023-04-27,19,7,0,0,0,26,7,"0","MiraNet",1
2023-04-27,32,4,0,0,0,36,4,"0","MiraNet",1
2023-04-27,32,3,0,6,6,41,3,"20","MiraNet",1
2023-04-27,15,6,0,0,0,21,6,"20","MiraNet",1
2023-04-27,49,0,0,5,5,54,0,"Control","Control",0
2023-04-27,47,0,0,6,6,53,0,"Control","Control",0
2023-04-27,9,0,0,1,1,10,0,"0","InterceptorG2",2
2023-04-27,4,2,0,1,1,7,2,"0","InterceptorG2",2
2023-04-27,11,5,0,1,1,17,5,"20","InterceptorG2",2
2023-04-27,13,18,0,0,0,31,18,"20","InterceptorG2",2
2023-04-29,58,12,0,9,9,79,12,"0","MiraNet",1
2023-04-29,36,5,0,1,1,42,5,"0","MiraNet",1
2023-04-29,71,23,1,4,5,99,24,"20","MiraNet",1
2023-04-29,63,11,0,1,1,75,11,"20","MiraNet",1
2023-04-29,66,0,0,5,5,71,0,"Control","Control",0
2023-04-29,57,0,0,3,3,60,0,"Control","Control",0
2023-04-29,6,2,0,0,0,8,2,"0","InterceptorG2",2
2023-04-29,1,6,1,0,1,8,7,"0","InterceptorG2",2
2023-04-29,27,14,0,1,1,42,14,"20","InterceptorG2",2
2023-04-29,21,8,1,0,1,30,9,"20","InterceptorG2",2
2023-04-30,18,9,0,0,0,27,9,"0","MiraNet",1
2023-04-30,61,1,0,0,0,62,1,"0","MiraNet",1
2023-04-30,64,2,0,0,0,66,2,"20","MiraNet",1
2023-04-30,60,3,0,5,5,68,3,"20","MiraNet",1
2023-04-30,30,0,0,3,3,33,0,"Control","Control",0
2023-04-30,59,0,0,5,5,64,0,"Control","Control",0
2023-04-30,5,2,0,0,0,7,2,"0","InterceptorG2",2
2023-04-30,0,10,0,0,0,10,10,"0","InterceptorG2",2
2023-04-30,11,2,1,1,2,15,3,"20","InterceptorG2",2
2023-04-30,23,2,0,2,2,27,2,"20","InterceptorG2",2
2023-05-01,17,4,0,0,0,21,4,"0","MiraNet",1
2023-05-01,17,1,0,2,2,20,1,"0","MiraNet",1
2023-05-01,14,0,0,4,4,18,0,"20","MiraNet",1
2023-05-01,17,8,0,6,6,31,8,"20","MiraNet",1
2023-05-01,11,0,0,1,1,12,0,"Control","Control",0
2023-05-01,18,0,0,0,0,18,0,"Control","Control",0
2023-05-01,0,0,0,0,0,0,0,"0","InterceptorG2",2
2023-05-01,4,1,0,0,0,5,1,"0","InterceptorG2",2
2023-05-01,15,6,2,2,4,25,8,"20","InterceptorG2",2
2023-05-01,36,11,0,0,0,47,11,"20","InterceptorG2",2
2023-05-02,13,5,0,0,0,18,5,"0","MiraNet",1
2023-05-02,32,4,0,1,1,37,4,"0","MiraNet",1
2023-05-02,6,0,0,1,1,7,0,"20","MiraNet",1
2023-05-02,13,9,0,0,0,22,9,"20","MiraNet",1
2023-05-02,20,0,0,16,16,36,0,"Control","Control",0
2023-05-02,17,0,0,4,4,21,0,"Control","Control",0
2023-05-02,4,2,1,1,2,8,3,"0","InterceptorG2",2
2023-05-02,4,4,0,0,0,8,4,"0","InterceptorG2",2
2023-05-02,8,2,0,0,0,10,2,"20","InterceptorG2",2
2023-05-02,5,7,0,0,0,12,7,"20","InterceptorG2",2
2023-05-03,3,0,0,0,0,3,0,"0","MiraNet",1
2023-05-03,21,4,0,0,0,25,4,"0","MiraNet",1
2023-05-03,7,4,0,0,0,11,4,"20","MiraNet",1
2023-05-03,12,3,0,0,0,15,3,"20","MiraNet",1
2023-05-03,46,0,0,2,2,48,0,"Control","Control",0
2023-05-03,10,1,0,2,2,13,1,"Control","Control",0
2023-05-03,8,3,0,1,1,12,3,"0","InterceptorG2",2
2023-05-03,1,3,0,0,0,4,3,"0","InterceptorG2",2
2023-05-03,19,5,0,1,1,25,5,"20","InterceptorG2",2
2023-05-03,5,6,0,0,0,11,6,"20","InterceptorG2",2
2023-05-04,12,0,0,1,1,13,0,"0","MiraNet",1
2023-05-04,25,2,0,4,4,31,2,"0","MiraNet",1
2023-05-04,30,7,0,0,0,37,7,"20","MiraNet",1
2023-05-04,28,25,0,1,1,54,25,"20","MiraNet",1
2023-05-04,75,1,0,0,0,76,1,"Control","Control",0
2023-05-04,34,1,0,2,2,37,1,"Control","Control",0
2023-05-04,15,6,0,0,0,21,6,"0","InterceptorG2",2
2023-05-04,8,0,0,2,2,10,0,"0","InterceptorG2",2
2023-05-04,18,3,0,1,1,22,3,"20","InterceptorG2",2
2023-05-04,9,21,0,3,3,33,21,"20","InterceptorG2",2
2023-05-05,22,3,0,1,1,26,3,"0","MiraNet",1
2023-05-05,22,6,0,3,3,31,6,"0","MiraNet",1
2023-05-05,29,5,0,1,1,35,5,"20","MiraNet",1
2023-05-05,22,9,0,0,0,31,9,"20","MiraNet",1
2023-05-05,29,0,0,0,0,29,0,"Control","Control",0
2023-05-05,23,0,0,2,2,25,0,"Control","Control",0
2023-05-05,8,6,0,0,0,14,6,"0","InterceptorG2",2
2023-05-05,5,2,0,0,0,7,2,"0","InterceptorG2",2
2023-05-05,6,5,1,0,1,12,6,"20","InterceptorG2",2
2023-05-05,18,3,0,0,0,21,3,"20","InterceptorG2",2
2023-05-07,16,4,0,0,0,20,4,"0","MiraNet",1
2023-05-07,11,4,0,1,1,16,4,"0","MiraNet",1
2023-05-07,51,10,0,1,1,62,10,"20","MiraNet",1
2023-05-07,19,2,0,0,0,21,2,"20","MiraNet",1
2023-05-07,23,1,0,2,2,26,1,"Control","Control",0
2023-05-07,19,0,0,0,0,19,0,"Control","Control",0
2023-05-07,12,6,0,0,0,18,6,"0","InterceptorG2",2
2023-05-07,8,4,0,0,0,12,4,"0","InterceptorG2",2
2023-05-07,15,1,0,0,0,16,1,"20","InterceptorG2",2
2023-05-07,8,1,0,0,0,9,1,"20","InterceptorG2",2
2023-05-08,40,3,0,0,0,43,3,"0","MiraNet",1
2023-05-08,22,0,0,1,1,23,0,"0","MiraNet",1
2023-05-08,15,16,0,0,0,31,16,"20","MiraNet",1
2023-05-08,15,2,0,0,0,17,2,"20","MiraNet",1
2023-05-08,28,0,0,0,0,28,0,"Control","Control",0
2023-05-08,22,2,0,3,3,27,2,"Control","Control",0
2023-05-08,2,1,0,0,0,3,1,"0","InterceptorG2",2
2023-05-08,3,2,0,0,0,5,2,"0","InterceptorG2",2
2023-05-08,26,3,0,0,0,29,3,"20","InterceptorG2",2
2023-05-08,4,2,0,0,0,6,2,"20","InterceptorG2",2
2023-05-09,14,4,0,2,2,20,4,"0","MiraNet",1
2023-05-09,0,0,0,0,0,0,0,"0","MiraNet",1
2023-05-09,17,4,0,0,0,21,4,"20","MiraNet",1
2023-05-09,21,2,0,0,0,23,2,"20","MiraNet",1
2023-05-09,30,0,0,4,4,34,0,"Control","Control",0
2023-05-09,32,1,0,2,2,35,1,"Control","Control",0
2023-05-09,3,2,0,0,0,5,2,"0","InterceptorG2",2
2023-05-09,0,3,0,0,0,3,3,"0","InterceptorG2",2
2023-05-09,11,2,0,1,1,14,2,"20","InterceptorG2",2
2023-05-09,7,6,0,0,0,13,6,"20","InterceptorG2",2
2023-05-10,4,3,1,0,1,8,4,"0","MiraNet",1
2023-05-10,20,2,0,1,1,23,2,"0","MiraNet",1
2023-05-10,22,8,0,0,0,30,8,"20","MiraNet",1
2023-05-10,22,6,0,0,0,28,6,"20","MiraNet",1
2023-05-10,28,0,0,0,0,28,0,"Control","Control",0
2023-05-10,23,0,0,0,0,23,0,"Control","Control",0
2023-05-10,5,1,0,1,1,7,1,"0","InterceptorG2",2
2023-05-10,7,2,0,0,0,9,2,"0","InterceptorG2",2
2023-05-10,16,2,0,1,1,19,2,"20","InterceptorG2",2
2023-05-10,17,17,0,1,1,35,17,"20","InterceptorG2",2
2023-05-11,12,7,0,0,0,19,7,"0","MiraNet",1
2023-05-11,18,5,0,0,0,23,5,"0","MiraNet",1
2023-05-11,0,0,0,0,0,0,0,"20","MiraNet",1
2023-05-11,9,2,0,0,0,11,2,"20","MiraNet",1
2023-05-11,7,0,0,0,0,7,0,"Control","Control",0
2023-05-11,11,0,0,2,2,13,0,"Control","Control",0
2023-05-11,10,6,0,0,0,16,6,"0","InterceptorG2",2
2023-05-11,4,0,0,0,0,4,0,"0","InterceptorG2",2
2023-05-11,11,0,0,1,1,12,0,"20","InterceptorG2",2
2023-05-11,11,5,0,1,1,17,5,"20","InterceptorG2",2
2023-05-12,8,1,0,1,1,10,1,"0","MiraNet",1
2023-05-12,7,0,0,1,1,8,0,"0","MiraNet",1
2023-05-12,9,0,0,1,1,10,0,"20","MiraNet",1
2023-05-12,26,0,0,2,2,28,0,"20","MiraNet",1
2023-05-12,22,0,0,2,2,24,0,"Control","Control",0
2023-05-12,18,0,0,0,0,18,0,"Control","Control",0
2023-05-12,3,0,0,0,0,3,0,"0","InterceptorG2",2
2023-05-12,0,1,0,0,0,1,1,"0","InterceptorG2",2
2023-05-12,9,1,3,1,4,14,4,"20","InterceptorG2",2
2023-05-12,13,3,1,0,1,17,4,"20","InterceptorG2",2
2023-05-13,2,2,0,0,0,4,2,"0","MiraNet",1
2023-05-13,12,0,0,1,1,13,0,"0","MiraNet",1
2023-05-13,39,8,0,3,3,50,8,"20","MiraNet",1
2023-05-13,10,1,0,1,1,12,1,"20","MiraNet",1
2023-05-13,23,0,0,0,0,23,0,"Control","Control",0
2023-05-13,25,0,0,1,1,26,0,"Control","Control",0
2023-05-13,6,5,0,0,0,11,5,"0","InterceptorG2",2
2023-05-13,1,6,0,0,0,7,6,"0","InterceptorG2",2
2023-05-13,20,2,1,1,2,24,3,"20","InterceptorG2",2
2023-05-13,8,3,0,0,0,11,3,"20","InterceptorG2",2
2023-05-15,21,3,0,0,0,24,3,"20","MiraNet",1
2023-05-15,25,6,0,1,1,32,6,"20","MiraNet",1
2023-05-15,23,0,0,2,2,25,0,"Control","Control",0
2023-05-15,17,1,0,0,0,18,1,"Control","Control",0
2023-05-15,6,9,0,0,0,15,9,"0","InterceptorG2",2
2023-05-15,6,8,0,0,0,14,8,"0","InterceptorG2",2
2023-05-15,25,11,0,0,0,36,11,"20","InterceptorG2",2
2023-05-15,3,8,0,0,0,11,8,"20","InterceptorG2",2
2023-05-15,31,0,0,1,1,32,0,"0","MiraNet",1
2023-05-15,48,2,1,0,1,51,3,"0","MiraNet",1
2023-05-16,26,6,0,5,5,37,6,"20","MiraNet",1
2023-05-16,9,0,0,1,1,10,0,"20","MiraNet",1
2023-05-16,21,0,0,2,2,23,0,"Control","Control",0
2023-05-16,13,1,0,0,0,14,1,"Control","Control",0
2023-05-16,9,8,1,0,1,18,9,"0","InterceptorG2",2
2023-05-16,16,3,1,2,3,22,4,"0","InterceptorG2",2
2023-05-16,15,1,0,0,0,16,1,"20","InterceptorG2",2
2023-05-16,2,6,0,0,0,8,6,"20","InterceptorG2",2
2023-05-16,34,4,0,4,4,42,4,"0","MiraNet",1
2023-05-16,28,9,0,0,0,37,9,"0","MiraNet",1
2023-05-17,51,13,0,0,0,64,13,"20","MiraNet",1
2023-05-17,22,4,0,0,0,26,4,"20","MiraNet",1
2023-05-17,30,0,0,4,4,34,0,"Control","Control",0
2023-05-17,7,0,0,1,1,8,0,"Control","Control",0
2023-05-17,18,3,0,0,0,21,3,"0","InterceptorG2",2
2023-05-17,3,6,0,0,0,9,6,"0","InterceptorG2",2
2023-05-17,34,5,0,1,1,40,5,"20","InterceptorG2",2
2023-05-17,2,7,0,2,2,11,7,"20","InterceptorG2",2
2023-05-17,24,2,0,0,0,26,2,"0","MiraNet",1
2023-05-17,31,3,0,2,2,36,3,"0","MiraNet",1
2023-05-18,38,6,0,2,2,46,6,"20","MiraNet",1
2023-05-18,47,10,3,1,4,61,13,"20","MiraNet",1
2023-05-18,31,0,0,2,2,33,0,"Control","Control",0
2023-05-18,12,0,0,2,2,14,0,"Control","Control",0
2023-05-18,5,2,0,0,0,7,2,"0","InterceptorG2",2
2023-05-18,5,10,0,0,0,15,10,"0","InterceptorG2",2
2023-05-18,18,3,0,0,0,21,3,"20","InterceptorG2",2
2023-05-18,28,3,0,2,2,33,3,"20","InterceptorG2",2
2023-05-18,44,3,0,0,0,47,3,"0","MiraNet",1
2023-05-18,59,7,0,2,2,68,7,"0","MiraNet",1
2023-05-19,28,12,0,1,1,41,12,"20","MiraNet",1
2023-05-19,18,5,0,0,0,23,5,"20","MiraNet",1
2023-05-19,30,2,0,5,5,37,2,"Control","Control",0
2023-05-19,33,0,0,3,3,36,0,"Control","Control",0
2023-05-19,4,1,0,1,1,6,1,"0","InterceptorG2",2
2023-05-19,11,7,0,0,0,18,7,"0","InterceptorG2",2
2023-05-19,59,12,2,2,4,75,14,"20","InterceptorG2",2
2023-05-19,9,11,1,0,1,21,12,"20","InterceptorG2",2
2023-05-19,119,5,0,3,3,127,5,"0","MiraNet",1
2023-05-19,85,2,0,1,1,88,2,"0","MiraNet",1
2023-05-20,45,5,0,5,5,55,5,"20","MiraNet",1
2023-05-20,27,8,0,4,4,39,8,"20","MiraNet",1
2023-05-20,25,1,0,4,4,30,1,"Control","Control",0
2023-05-20,41,0,0,7,7,48,0,"Control","Control",0
2023-05-20,6,2,0,0,0,8,2,"0","InterceptorG2",2
2023-05-20,15,5,0,2,2,22,5,"0","InterceptorG2",2
2023-05-20,17,0,0,0,0,17,0,"20","InterceptorG2",2
2023-05-20,44,0,2,0,2,46,2,"20","InterceptorG2",2
2023-05-20,72,5,0,0,0,77,5,"0","MiraNet",1
2023-05-20,38,13,0,0,0,51,13,"0","MiraNet",1
2023-05-21,49,9,0,1,1,59,9,"20","MiraNet",1
2023-05-21,76,6,0,1,1,83,6,"20","MiraNet",1
2023-05-21,58,0,0,4,4,62,0,"Control","Control",0
2023-05-21,46,1,0,9,9,56,1,"Control","Control",0
2023-05-21,21,7,0,0,0,28,7,"0","InterceptorG2",2
2023-05-21,15,7,0,0,0,22,7,"0","InterceptorG2",2
2023-05-21,56,15,0,0,0,71,15,"20","InterceptorG2",2
2023-05-21,40,29,2,0,2,71,31,"20","InterceptorG2",2
2023-05-21,68,3,0,2,2,73,3,"0","MiraNet",1
2023-05-21,56,3,0,1,1,60,3,"0","MiraNet",1
2023-05-23,51,2,0,1,1,54,2,"Control","Control",0
2023-05-23,18,0,0,4,4,22,0,"Control","Control",0
2023-05-23,12,3,0,0,0,15,3,"0","InterceptorG2",2
2023-05-23,7,1,0,0,0,8,1,"0","InterceptorG2",2
2023-05-23,48,23,0,3,3,74,23,"20","InterceptorG2",2
2023-05-23,17,15,0,0,0,32,15,"20","InterceptorG2",2
2023-05-23,52,10,2,4,6,68,12,"0","MiraNet",1
2023-05-23,42,0,0,0,0,42,0,"0","MiraNet",1
2023-05-23,29,2,0,0,0,31,2,"20","MiraNet",1
